,Pos,School,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Height,Drafted
6606,CB,Ohio State,193.0,,,,,,,5.92,1
6607,QB,Vanderbilt,230.0,4.91,29.5,,106.0,7.51,4.53,6.33,0
6608,WR,West Virginia,211.0,4.57,37.5,14.0,117.0,6.97,4.28,6.25,0
6609,RB,Florida Atlantic,203.0,4.66,35.0,15.0,117.0,7.32,4.4,5.58,1
6610,DL,Syracuse,307.0,5.13,29.0,28.0,101.0,,4.73,6.33,1
6611,WR,Auburn,190.0,4.39,40.5,11.0,135.0,7.0,4.15,6.08,1
6612,LB,USC,238.0,4.69,39.0,15.0,123.0,,4.23,6.17,1
6613,TE,Alabama,242.0,4.63,32.5,19.0,110.0,7.32,4.33,6.17,1
6614,WR,Louisville,219.0,4.47,34.5,14.0,122.0,7.55,4.48,6.17,0
6615,TE,Stanford,255.0,4.92,32.0,15.0,108.0,7.08,4.47,6.42,1
6616,CB,Alabama,199.0,,33.0,11.0,121.0,7.09,4.37,6.08,0
6617,EDGE,Northern Illinois,233.0,4.69,31.5,25.0,118.0,6.75,4.32,6.0,1
6618,RB,Kentucky,224.0,4.66,29.5,16.0,119.0,7.07,4.33,5.83,1
6619,TE,Texas A&M,251.0,4.75,31.5,17.0,113.0,7.19,4.31,6.33,1
6620,QB,North Dakota State,224.0,4.62,33.5,,118.0,6.65,4.05,6.08,1
6621,QB,Auburn,218.0,4.81,31.0,,110.0,7.28,4.33,6.17,1
6622,LB,TCU,241.0,4.51,36.0,27.0,123.0,,,6.08,1
6623,EDGE,Mississippi State,260.0,4.41,36.0,21.0,125.0,7.0,4.29,6.5,1
6624,TE,Boston Col.,251.0,4.83,,17.0,,,,6.33,1
6625,OT,North Carolina,313.0,5.27,30.5,23.0,111.0,8.01,5.0,6.5,0
6626,QB,Mississippi,221.0,4.77,27.5,,109.0,7.06,4.36,6.25,0
6627,LB,BYU,238.0,4.63,37.0,24.0,125.0,7.21,4.28,6.08,1
6628,OL,Memphis,293.0,,,22.0,,,,6.17,0
6629,LB,Hawaii,250.0,,,,,,,6.17,1
6630,OT,Florida,312.0,,,24.0,,,,6.42,1
6631,S,USC,198.0,,42.0,,136.0,6.63,4.01,6.17,1
6632,CB,Baylor,189.0,4.44,39.5,8.0,131.0,,,6.25,0
6633,WR,Toledo,205.0,4.57,38.5,19.0,119.0,6.87,4.03,6.08,0
6634,S,Alabama,195.0,,,,,,,6.08,1
6635,S,Virginia,205.0,4.42,44.0,21.0,141.0,,,6.0,1
6636,QB,Northwestern,222.0,,,,,,,6.33,1
6637,DL,Notre Dame,295.0,4.93,32.0,23.0,115.0,7.45,4.33,6.5,1
6639,K,LSU,184.0,,,,,,,5.83,0
6640,LB,Notre Dame,234.0,4.57,37.5,31.0,122.0,6.94,4.14,6.17,1
6641,OT,Elon,323.0,5.05,28.5,26.0,105.0,7.88,5.05,6.42,0
6642,EDGE,Georgia,251.0,,,,,,,6.17,1
6643,TE,San Diego State,252.0,4.67,36.5,19.0,122.0,7.21,4.25,6.42,1
6644,DL,Arkansas,300.0,5.23,,,,,,6.42,1
6645,WR,South Alabama,215.0,4.63,32.5,16.0,119.0,,4.66,6.25,0
6646,RB,Ohio State,211.0,4.47,33.5,22.0,,,,5.83,1
6647,CB,Mississippi,203.0,4.43,43.0,18.0,133.0,6.85,4.14,5.92,1
6648,TE,West Virginia,267.0,4.89,31.0,24.0,117.0,7.18,4.38,6.25,1
6649,WR,Northern Colorado,190.0,4.45,38.5,13.0,125.0,7.4,4.44,6.0,0
6650,WR,Texas Tech,206.0,,37.0,6.0,117.0,7.07,4.26,6.33,0
6651,S,Kentucky,208.0,4.39,33.5,19.0,113.0,,,5.92,0
6652,LB,LSU,237.0,4.42,39.5,22.0,118.0,7.07,4.17,6.0,1
6653,DL,Clemson,315.0,5.04,29.5,28.0,107.0,,4.55,6.25,1
6654,RB,Notre Dame,212.0,4.57,36.0,17.0,130.0,7.0,4.16,5.92,1
6655,CB,LSU,185.0,4.37,,,,,,6.17,1
6656,RB,Washington State,197.0,4.58,36.5,,118.0,7.01,4.25,5.75,0
6657,OT,Alabama,302.0,5.12,28.0,23.0,100.0,8.01,4.79,6.33,1
6658,CB,Vanderbilt,211.0,4.64,,17.0,,,,6.33,1
6659,DL,Alabama,303.0,4.83,30.5,,112.0,,,6.25,1
6660,RB,Texas A&M,206.0,4.51,33.0,19.0,121.0,7.44,4.44,5.67,1
6661,DL,Miami (FL),302.0,,,,,,,6.17,0
6662,S,Michigan State,213.0,4.52,34.5,22.0,118.0,,,5.92,1
6663,TE,UCLA,240.0,4.56,29.0,,113.0,7.2,4.4,6.33,1
6664,S,Texas A&M,199.0,,36.0,18.0,127.0,,,6.0,1
6665,LB,Alabama,240.0,,32.0,,117.0,,,6.08,1
6666,S,Wyoming,209.0,4.56,36.5,9.0,121.0,7.08,4.2,6.0,0
6667,EDGE,Michigan,256.0,4.59,30.5,18.0,116.0,6.94,4.11,6.25,1
6668,DL,Kansas,281.0,5.28,27.5,22.0,112.0,7.53,4.37,6.25,0
6669,P,Utah,218.0,4.63,32.5,,117.0,,,6.17,1
6670,S,Mississippi,205.0,4.29,34.5,19.0,122.0,7.0,4.15,5.92,0
6671,S,Colorado,212.0,4.63,33.5,17.0,121.0,7.07,4.37,6.17,0
6672,DL,Arizona State,318.0,5.01,32.0,30.0,118.0,7.65,4.53,6.42,1
6673,EDGE,Old Dominion,253.0,4.78,34.0,24.0,118.0,7.13,4.57,6.25,1
6674,CB,Temple,192.0,4.51,39.5,18.0,120.0,7.31,4.31,6.0,1
6675,OL,Washington,318.0,5.6,24.5,,92.0,,,6.67,0
6676,OL,Kansas,302.0,5.17,34.0,26.0,115.0,,,6.33,1
6677,DL,Arkansas,309.0,4.98,,27.0,,,,6.25,1
6678,RB,Washington,197.0,4.62,34.5,,120.0,,,5.92,0
6679,WR,Arizona State,205.0,4.5,40.0,11.0,128.0,,,6.0,1
6680,RB,Florida State,217.0,4.47,35.5,20.0,122.0,,4.42,5.83,1
6681,DL,Utah,257.0,4.93,31.0,25.0,115.0,7.44,4.43,6.25,1
6682,OL,Clemson,314.0,5.21,24.5,26.0,104.0,,,6.17,1
6683,RB,TCU,208.0,4.61,36.0,19.0,128.0,,4.19,5.83,0
6684,CB,Ohio State,195.0,4.56,,,,,,6.0,1
6685,CB,Baylor,186.0,4.59,33.0,12.0,120.0,7.01,4.3,5.75,0
6686,TE,UCLA,257.0,4.73,30.5,16.0,115.0,,,6.25,1
6687,LB,Michigan State,230.0,4.67,33.5,26.0,119.0,6.93,4.34,6.08,0
6688,LB,Purdue,235.0,,,15.0,,,,6.0,1
6689,CB,Miami,180.0,4.5,,10.0,,,,5.67,0
6690,OL,Saint John's (MN),309.0,,,,,,,6.5,1
6691,K,Georgia Southern,185.0,,,,,,,5.83,1
6692,CB,Wake Forest,191.0,4.46,39.5,12.0,128.0,6.95,4.13,5.75,0
6693,LB,Wisconsin,238.0,4.65,32.5,24.0,115.0,7.0,4.31,6.17,1
6694,WR,Arkansas State,212.0,4.62,36.0,11.0,123.0,7.35,4.5,6.08,0
6695,OL,Louisville,364.0,5.1,,23.0,,,,6.58,1
6696,RB,Western Michigan,192.0,4.5,39.5,16.0,125.0,,,5.75,0
6697,RB,Arizona State,207.0,4.57,39.0,12.0,122.0,6.97,4.25,5.75,1
6698,LB,Utah,234.0,4.81,32.5,19.0,120.0,,,6.0,0
6699,OL,Wisconsin,314.0,,,,,,,6.33,1
6700,LB,Tennessee,246.0,4.84,32.0,16.0,121.0,,,6.17,0
6701,DL,TCU,290.0,4.9,29.0,,107.0,7.77,4.67,6.25,1
6702,S,Utah,187.0,,,,,,,6.0,1
6703,K,Georgia,190.0,,,,,,,6.08,0
6704,WR,Kentucky,204.0,,,13.0,,,,5.92,1
6705,LB,Temple,235.0,4.51,32.5,14.0,121.0,7.07,4.24,6.08,1
6706,OL,Michigan,315.0,,,,,,,6.42,1
6707,TE,Oregon,252.0,,,,,,,6.42,0
6708,LB,Texas Tech,240.0,4.54,,,,,,6.0,1
6709,LB,Penn State,233.0,4.72,35.5,16.0,123.0,,,6.42,1
6710,DL,Auburn,326.0,5.16,27.0,28.0,108.0,8.22,4.79,6.42,1
6711,WR,Colorado,198.0,4.65,33.5,14.0,119.0,7.21,4.27,6.08,0
6712,TE,Florida Atlantic,243.0,4.73,32.5,13.0,110.0,7.41,4.37,6.42,1
6713,TE,Washington,248.0,4.74,32.5,23.0,115.0,7.08,4.46,6.17,0
6714,QB,Missouri,229.0,4.69,35.0,,125.0,7.33,4.51,6.25,0
6715,CB,Washington,183.0,4.62,31.5,,115.0,6.81,4.02,5.67,0
6716,S,Utah,202.0,4.46,33.5,20.0,122.0,,,5.92,1
6717,QB,LSU,221.0,,,,,,,6.25,1
6718,OL,Arizona State,300.0,,,20.0,,,,6.42,0
6719,WR,Georgia,220.0,,,,,,,6.42,0
6720,RB,Louisiana-Lafayette,188.0,4.42,37.5,20.0,120.0,,,5.67,1
6721,WR,Tennessee,205.0,4.55,38.0,,126.0,,,6.08,0
6722,S,Alabama,194.0,,,,,,,5.83,0
6723,WR,Wisconsin,202.0,4.73,38.5,23.0,124.0,7.2,4.33,6.08,1
6724,LB,LSU,254.0,,,,,,,6.25,1
6726,OL,LSU,321.0,5.05,,,,,,6.33,1
6727,P,South Carolina,195.0,,,,,,,6.33,0
6728,S,Southern Illinois,221.0,4.45,41.0,20.0,138.0,,,6.25,1
6729,OL,Charlotte,308.0,5.29,25.0,26.0,101.0,,,6.33,1
6730,CB,UCF,190.0,,35.0,10.0,126.0,6.88,4.31,6.08,0
6731,WR,Notre Dame,238.0,4.42,40.5,19.0,126.0,,,6.33,1
6732,S,SMU,209.0,4.71,33.5,21.0,118.0,,,6.0,0
6733,OL,Boise State,311.0,4.93,30.0,30.0,111.0,7.26,4.46,6.5,1
6734,WR,Florida,209.0,4.46,39.5,13.0,126.0,,,6.17,1
6735,DL,Mississippi,308.0,5.21,27.0,22.0,99.0,8.07,4.82,6.25,0
6736,LB,Auburn,280.0,4.89,29.0,21.0,116.0,,,6.42,0
6737,DL,Syracuse,257.0,4.95,32.0,,114.0,7.5,4.62,6.25,0
6738,OL,Missouri,313.0,,,11.0,,,,6.25,0
6739,LB,Minnesota,236.0,4.57,36.0,,126.0,,,6.25,1
6740,WR,Rhode Island,198.0,4.45,36.0,,121.0,7.28,4.62,6.17,1
6741,S,Arkansas,206.0,4.6,34.5,24.0,125.0,,,6.08,1
6742,OL,LSU,312.0,5.27,,25.0,,,,6.25,1
6743,RB,Miami,217.0,4.58,33.5,,119.0,7.18,4.32,5.83,1
6744,DL,Nebraska,311.0,5.18,27.0,21.0,109.0,7.75,4.93,6.25,0
6745,CB,Mississippi State,188.0,4.64,34.5,,,,,6.17,1
6746,QB,Princeton,224.0,5.0,28.0,,109.0,7.13,4.37,6.33,0
6747,DL,Auburn,303.0,5.04,,21.0,,,,6.25,1
6748,S,California,202.0,,,14.0,,,,6.08,1
6749,DL,Nebraska,313.0,4.82,,27.0,,,4.52,6.17,1
6750,WR,UCF,216.0,4.54,35.0,14.0,124.0,7.08,4.59,6.17,1
6751,CB,Auburn,183.0,4.39,35.5,11.0,124.0,,,5.67,0
6752,DL,Nebraska,308.0,4.75,,32.0,,,,6.08,1
6753,WR,Texas A&M,201.0,4.54,35.5,,,,,6.08,0
6754,DL,Alabama,311.0,5.12,28.0,24.0,111.0,7.95,4.86,6.5,1
6755,LB,Appalachian State,224.0,,,21.0,,,,6.08,1
6756,TE,Cincinnati,242.0,4.72,35.5,25.0,115.0,7.15,4.35,6.17,1
6757,S,LSU,213.0,,,,,,,6.17,1
6758,CB,Alabama,205.0,,,,,,,6.08,1
6759,RB,Boston College,247.0,4.53,41.0,23.0,131.0,7.19,,6.0,1
6760,LB,LSU,242.0,4.85,31.0,14.0,115.0,,,6.17,0
6761,RB,Ohio State,209.0,,,23.0,,,,5.75,1
6762,RB,South Carolina,213.0,4.54,38.0,,127.0,,,5.92,0
6763,OL,Auburn,306.0,5.02,29.5,23.0,114.0,,,6.42,1
6764,S,Lenoir-Rhyne,217.0,4.49,42.0,17.0,134.0,,,6.08,1
6765,OL,Missouri,331.0,5.52,25.0,21.0,,,,6.5,0
6766,WR,Texas,200.0,4.39,35.5,,123.0,7.13,4.2,5.83,1
6767,LB,Oregon,231.0,,,,,,,6.25,1
6768,QB,Washington,231.0,4.89,27.5,,110.0,7.5,4.75,6.5,1
6769,WR,South Carolina,212.0,,,,,,,6.25,1
6770,RB,LSU,207.0,4.6,39.5,15.0,123.0,,,5.58,1
6771,S,Notre Dame,205.0,4.8,34.0,15.0,125.0,6.87,4.3,6.0,0
6772,DL,Missouri,302.0,5.02,27.5,24.0,,,4.73,6.33,1
6773,DL,Iowa,275.0,5.04,32.5,17.0,117.0,7.34,4.46,6.42,1
6774,RB,Appalachian State,203.0,4.41,37.0,20.0,125.0,,,5.83,1
6775,LS,LSU,229.0,5.07,31.0,,112.0,7.43,4.52,6.25,1
6777,WR,Notre Dame,186.0,4.57,40.0,7.0,,,,5.75,0
6778,DL,Utah,330.0,5.15,,21.0,,,,6.42,1
6779,QB,Georgia,219.0,5.01,30.0,,111.0,7.27,4.51,6.17,1
6780,WR,Washington,188.0,4.59,34.0,,118.0,7.14,,5.92,0
6781,S,Ohio State,203.0,4.67,35.5,,122.0,,4.27,6.17,1
6782,CB,LSU,197.0,4.46,35.5,,123.0,6.94,4.36,6.0,1
6783,LB,Utah State,235.0,,,,,,,6.42,0
6784,DL,Oklahoma,304.0,4.79,,23.0,,7.97,5.01,6.17,1
6785,WR,Liberty,223.0,4.6,36.0,22.0,127.0,7.33,4.55,6.33,1
6786,LB,Missouri,234.0,4.92,32.0,,124.0,6.91,4.13,6.17,0
6787,DL,Miami,263.0,4.82,36.0,23.0,125.0,,,6.33,1
6788,WR,Memphis,228.0,4.39,35.0,16.0,118.0,,,6.0,1
6789,S,Notre Dame,201.0,4.6,32.0,17.0,119.0,6.81,4.08,5.83,1
6790,DL,Tulsa,261.0,,,25.0,,,,6.25,1
6791,CB,TCU,191.0,4.48,37.5,17.0,124.0,7.26,,5.83,1
6792,QB,Washington State,205.0,,,,,,,6.17,0
6793,CB,Oklahoma State,202.0,4.62,,13.0,,,,6.08,0
6794,DL,Florida,263.0,4.87,30.5,22.0,113.0,7.13,4.34,6.25,1
6795,DL,Penn State,266.0,,34.0,20.0,120.0,,,6.42,1
6796,CB,Utah,191.0,4.29,,21.0,,,,5.75,0
6797,WR,Mississippi State,201.0,4.47,34.0,,125.0,7.31,4.46,6.25,0
6798,CB,Virginia,202.0,,,11.0,,,,6.08,1
6799,DL,Ohio State,320.0,5.14,29.5,33.0,102.0,7.72,,6.33,1
6800,DL,North Texas,262.0,4.89,30.0,27.0,114.0,7.66,4.49,6.17,0
6801,WR,Penn State,178.0,,,15.0,,,,5.75,1
6802,CB,Temple,197.0,4.52,41.0,14.0,133.0,7.15,4.27,5.92,1
6803,OL,Oregon,303.0,5.5,,33.0,,,,6.33,1
6804,LB,Arkansas,234.0,4.69,33.0,18.0,111.0,7.38,4.32,6.0,0
6805,OL,Washington,302.0,5.1,29.5,20.0,103.0,,,6.08,1
6806,LB,Ohio State,247.0,4.66,36.0,,122.0,6.83,4.32,6.25,1
6807,RB,Baylor,205.0,4.55,39.0,15.0,123.0,,4.03,5.67,0
6808,S,California,208.0,,35.5,,117.0,,,6.08,1
6809,OL,North Carolina,311.0,5.16,28.0,21.0,112.0,8.02,4.86,6.67,1
6810,CB,Florida,204.0,4.39,37.5,20.0,127.0,,,6.08,1
6811,OL,Temple,307.0,5.18,30.0,23.0,110.0,7.45,4.6,6.33,1
6812,QB,Oregon,236.0,4.68,35.5,,123.0,7.06,4.46,6.5,1
6813,RB,Georgia,209.0,4.62,38.5,18.0,126.0,7.12,4.4,5.92,0
6814,OL,Wake Forest,308.0,5.26,33.0,27.0,105.0,8.41,4.88,6.33,1
6815,WR,Clemson,216.0,,,,,,,6.33,1
6816,DL,Charlotte,248.0,4.7,33.0,,125.0,7.32,4.31,6.25,1
6817,WR,Boise State,189.0,4.43,38.5,,122.0,7.07,4.21,6.08,1
6818,WR,Ohio State,196.0,4.6,32.5,17.0,114.0,,,6.0,1
6819,CB,Michigan,190.0,,,21.0,,,,5.83,0
6820,DL,Miami,248.0,4.89,28.0,,113.0,,,6.25,0
6821,WR,Oregon State,210.0,4.61,36.5,9.0,124.0,7.01,4.12,6.33,1
6822,P,Syracuse,196.0,,,,,,,5.83,1
6823,CB,UCLA,195.0,4.48,,12.0,,,,5.83,1
6824,TE,Purdue,245.0,4.66,33.5,21.0,116.0,7.25,4.28,6.33,1
6825,LB,Michigan,224.0,4.56,33.0,30.0,120.0,,,5.92,1
6826,OL,Louisiana-Lafayette,323.0,,,,,,,6.42,1
6828,QB,Oklahoma,222.0,4.59,35.0,,125.0,,,6.08,1
6829,CB,Auburn,198.0,4.48,37.0,15.0,128.0,,,5.83,1
6830,S,Mississippi State,213.0,4.52,,,,,,6.17,1
6831,DL,LSU,308.0,5.07,,22.0,,8.03,,6.17,1
6832,CB,Tulsa,205.0,4.44,36.0,22.0,132.0,7.09,4.18,6.08,1
6833,WR,Alabama,188.0,4.27,42.0,,131.0,,,5.92,1
6834,OL,San Diego State,309.0,5.34,32.0,,108.0,8.14,4.65,6.25,1
6835,OL,TCU,309.0,5.22,27.0,25.0,94.0,8.03,4.87,6.25,0
6836,OL,USC,322.0,5.07,31.0,27.0,115.0,7.95,,6.42,1
6837,CB,Pittsburgh,187.0,4.57,35.0,,122.0,7.07,4.27,6.0,1
6838,OL,Ohio State,306.0,5.23,26.0,28.0,98.0,7.83,5.02,6.25,1
6839,CB,Nebraska,208.0,4.58,36.5,10.0,122.0,,,6.17,0
6840,WR,Syracuse,197.0,4.5,36.0,,117.0,,,6.08,0
6841,WR,LSU,202.0,4.43,37.5,,126.0,,,6.08,1
6842,WR,Florida,200.0,,,,,,,6.08,1
6843,LB,Alabama,256.0,,,,,,,6.17,1
6844,WR,Tennessee,215.0,4.72,29.0,,119.0,,,6.25,1
6845,WR,Alabama,193.0,4.45,35.0,,120.0,,4.53,6.08,1
6846,WR,Texas,222.0,,,17.0,,,,6.5,1
6847,CB,Utah,193.0,4.5,36.5,15.0,124.0,7.01,4.13,6.0,1
6848,WR,Oregon,230.0,4.58,33.0,14.0,124.0,6.94,4.37,6.33,0
6849,WR,Minnesota,206.0,,,,,,,6.08,1
6850,LB,Baylor,227.0,,,18.0,,,,6.08,1
6851,DL,Mississippi,316.0,5.26,26.5,,,8.21,5.27,6.08,0
6852,S,Texas,198.0,,,,,,,5.92,1
6853,OL,Houston,319.0,5.27,28.5,24.0,109.0,,,6.42,1
6854,RB,Notre Dame,220.0,4.68,32.5,13.0,119.0,7.18,4.21,5.83,0
6855,S,Maryland,220.0,4.64,34.5,18.0,,,,5.92,1
6856,LB,Mississippi State,243.0,4.46,39.5,21.0,136.0,7.08,4.3,6.08,1
6857,WR,Colorado,227.0,4.58,,17.0,,,,6.08,1
6858,S,Minnesota,203.0,4.45,36.0,,124.0,,,5.75,1
6859,LB,Kansas,245.0,4.59,28.0,13.0,121.0,7.2,4.46,6.25,0
6860,DL,Notre Dame,268.0,,,,,,,6.33,1
6861,TE,Virginia Tech,253.0,4.71,34.0,21.0,125.0,7.07,4.19,6.33,1
6862,RB,UCLA,212.0,4.49,31.0,23.0,121.0,6.95,4.28,5.92,1
6863,CB,Tulane,202.0,,36.0,,126.0,,,6.08,1
6864,OL,Georgia,337.0,,,,,,,6.25,1
6865,DL,South Carolina,324.0,,,,,,,6.42,1
6866,TE,Notre Dame,262.0,4.7,37.0,,123.0,7.44,4.41,6.5,1
6867,WR,Oklahoma,198.0,4.5,34.5,11.0,124.0,,,6.17,1
6868,RB,Maryland,215.0,4.65,34.0,,125.0,,,6.0,0
6869,RB,Charlotte,221.0,4.75,28.5,24.0,112.0,,,5.67,0
6870,OL,Oregon,310.0,5.11,25.5,,107.0,8.13,4.9,6.33,1
6871,QB,Michigan State,213.0,4.95,31.0,,113.0,7.14,4.4,6.17,0
6872,OL,LSU,327.0,5.24,30.0,27.0,108.0,,,6.17,1
6873,LB,Alabama,262.0,,37.0,,124.0,,,6.42,1
6874,WR,Vanderbilt,207.0,4.57,32.0,16.0,127.0,,,6.0,0
6875,QB,Utah State,224.0,4.74,35.5,,118.0,7.21,4.52,6.33,1
6876,QB,Oregon State,224.0,,,,,,,6.5,1
6877,DL,Baylor,289.0,5.01,29.0,23.0,111.0,7.39,4.39,6.33,1
6879,WR,Ohio State,208.0,4.59,31.5,,117.0,,4.42,6.08,0
6880,LB,Virginia,241.0,,,,,,,6.25,0
6881,DL,Texas A&M,293.0,4.83,,31.0,,7.37,,6.25,1
6882,P,Texas A&M,198.0,4.83,31.0,,111.0,7.03,4.13,5.92,1
6883,LB,Minnesota,240.0,,,,,,,6.25,1
6884,QB,Hawaii,215.0,4.58,36.0,,121.0,7.13,4.52,6.25,1
6885,RB,Maryland,208.0,4.44,29.5,,116.0,,,5.67,1
6886,TE,Michigan,242.0,,,18.0,,,,6.42,0
6887,S,Alabama,201.0,4.63,36.0,19.0,122.0,,,6.0,1
6888,OL,West Virginia,306.0,5.35,26.0,20.0,106.0,7.87,5.0,6.5,1
6889,S,Michigan,209.0,4.55,36.5,20.0,124.0,6.94,4.4,5.92,1
6890,S,Baylor,190.0,4.61,35.5,12.0,133.0,7.09,4.12,5.92,0
6891,WR,Baylor,207.0,4.38,38.5,16.0,131.0,6.66,4.43,6.25,1
6892,OL,Boise State,309.0,5.13,34.0,26.0,109.0,7.85,4.73,6.42,0
6893,K,UCLA,182.0,,,,,,,5.92,0
6894,QB,Colorado,231.0,4.68,33.0,,117.0,7.25,4.43,6.33,0
6895,WR,Tulane,176.0,4.38,37.0,9.0,124.0,,,5.83,1
6896,QB,Florida International,229.0,4.89,29.0,,112.0,7.51,4.64,6.33,1
6897,TE,LSU,250.0,,,,,,,6.17,0
6898,RB,Utah,223.0,4.65,33.0,19.0,,,4.37,5.75,1
6899,DL,North Carolina State,297.0,5.05,29.0,29.0,118.0,7.89,4.51,6.17,1
6900,OL,Rhode Island,316.0,5.3,28.0,19.0,104.0,7.81,4.68,6.25,0
6901,LB,Oklahoma,241.0,4.52,38.0,21.0,129.0,,,6.17,1
6902,S,Clemson,227.0,4.41,34.5,20.0,124.0,,,6.17,1
6903,OL,Fresno State,315.0,,,44.0,,,,6.25,1
6904,OL,TCU,315.0,,,,,,,6.5,1
6905,TE,Arkansas,253.0,4.81,34.0,16.0,119.0,7.3,4.34,6.33,0
6906,CB,Iowa,200.0,4.45,36.0,,122.0,6.87,4.21,6.08,1
6907,CB,Ohio State,205.0,4.48,41.0,11.0,135.0,,,6.08,1
6908,DL,Notre Dame,252.0,,,27.0,,,,6.33,1
6909,TE,Missouri,258.0,4.49,,,,,,6.42,1
6910,RB,TCU,232.0,4.66,36.0,25.0,123.0,,4.28,6.25,0
6911,LB,Montana,237.0,4.88,42.0,15.0,124.0,7.0,4.32,6.17,0
6912,OL,Michigan,344.0,,,26.0,,,,6.25,1
6913,WR,Miami,203.0,4.48,37.5,18.0,123.0,7.0,4.35,5.92,1
6914,WR,Rhode Island,209.0,4.57,26.5,12.0,112.0,6.94,4.23,6.17,0
6915,TE,Stanford,252.0,4.77,32.5,18.0,109.0,7.15,4.46,6.58,1
6916,WR,Washington State,225.0,4.48,36.0,15.0,132.0,7.28,4.38,6.33,1
6917,QB,Michigan,212.0,4.71,31.0,,116.0,7.14,4.5,6.08,0
6918,OL,Connecticut,318.0,5.06,30.0,26.0,113.0,8.01,4.92,6.58,1
6919,P,Bucknell,213.0,4.69,34.0,13.0,,,,6.08,0
6920,DL,Utah,318.0,,25.5,23.0,,,4.93,6.08,1
6921,WR,Michigan,212.0,4.48,44.5,,139.0,,,6.17,1
6922,RB,Florida,216.0,4.62,35.0,22.0,118.0,7.13,4.31,5.92,1
6923,WR,Navy,186.0,4.63,36.0,10.0,122.0,7.12,4.31,5.75,1
6924,LB,LSU,229.0,4.66,39.0,,126.0,7.38,4.33,6.25,1
6925,RB,Mississippi,209.0,4.56,30.0,29.0,114.0,7.4,4.53,5.67,0
6926,OL,Mississippi State,331.0,5.37,25.0,22.0,93.0,8.17,5.11,6.42,1
6927,CB,Florida Atlantic,183.0,4.59,33.5,,123.0,7.02,,6.0,0
6928,LB,Miami,235.0,,,,,,,5.92,0
6930,TE,Vanderbilt,257.0,4.96,,23.0,,,,6.33,0
6931,OL,Ball State,306.0,4.91,29.5,24.0,110.0,7.76,4.62,6.33,1
6932,WR,USC,223.0,4.52,36.5,13.0,121.0,6.96,4.14,6.33,1
6933,CB,Notre Dame,193.0,4.4,35.5,13.0,119.0,6.94,4.26,5.92,1
6934,WR,SMU,201.0,,34.5,20.0,,7.27,4.4,5.92,1
6935,LB,Miami,234.0,4.74,31.0,23.0,120.0,,,6.0,1
6936,LB,LSU,229.0,4.5,35.0,18.0,125.0,,,6.0,1
6937,WR,TCU,206.0,4.47,42.0,17.0,138.0,7.31,4.46,5.92,1
6938,WR,Virginia,224.0,4.47,38.0,21.0,123.0,,,6.0,1
6939,S,Georgia,202.0,4.54,34.0,15.0,130.0,,,6.08,0
6940,CB,Penn State,187.0,4.49,36.5,20.0,129.0,6.95,3.97,5.83,1
6941,DL,Mississippi State,262.0,4.97,30.5,20.0,106.0,7.33,4.7,6.17,0
6942,DL,Texas,297.0,4.84,30.0,20.0,114.0,,,6.17,0
6943,CB,Louisiana Tech,187.0,,,,,,,5.67,1
6944,DL,Syracuse,264.0,4.69,35.5,25.0,119.0,7.32,4.32,6.25,1
6945,RB,Illinois State,219.0,4.64,40.0,24.0,125.0,7.03,4.19,5.75,0
6946,WR,Texas A&M,208.0,4.51,35.5,17.0,124.0,7.13,4.48,6.33,0
6947,OL,Michigan,307.0,5.08,33.0,28.0,113.0,7.91,4.64,6.25,1
6948,OL,Michigan,306.0,5.08,30.5,24.0,107.0,7.57,4.69,6.33,1
6949,LB,Temple,236.0,4.69,35.0,21.0,121.0,7.38,4.41,6.17,1
6950,CB,Florida State,187.0,4.65,,,,,,6.08,0
6951,CB,Michigan State,185.0,4.42,,17.0,,,,5.75,1
6952,DL,Mississippi,261.0,4.83,31.5,28.0,115.0,,,6.25,0
6953,LB,Clemson,238.0,4.39,39.0,,132.0,,,6.33,1
6954,OL,Clemson,321.0,5.24,30.0,34.0,107.0,8.03,4.87,6.33,1
6955,P,Auburn,213.0,5.09,,,,,,6.17,0
6956,DL,North Carolina State,265.0,4.6,32.0,28.0,123.0,7.35,4.52,6.33,1
6957,S,Louisiana Tech,192.0,4.37,41.0,12.0,131.0,,,6.0,1
6958,QB,Iowa,235.0,4.81,28.5,,108.0,7.26,4.48,6.33,1
6959,OL,Texas Tech,312.0,5.03,27.5,27.0,106.0,,5.08,6.5,0
6960,OL,Kentucky,317.0,5.3,26.0,,104.0,8.0,4.83,6.5,1
6961,OL,Indiana,313.0,,,37.0,,,,6.33,1
6962,WR,Michigan State,212.0,,35.0,15.0,117.0,,,6.0,0
6963,S,Iowa,207.0,4.62,33.5,12.0,116.0,,,5.83,1
6964,LB,Wake Forest,238.0,4.74,29.0,,113.0,,4.49,6.25,1
6965,DL,North Carolina,275.0,4.89,31.0,26.0,113.0,7.45,4.37,6.33,1
6966,TE,LSU,248.0,4.66,36.5,,123.0,7.51,4.62,6.42,1
6967,WR,Florida,197.0,4.46,36.5,16.0,124.0,7.05,4.26,6.0,1
6968,RB,Georgia,212.0,4.48,35.5,,121.0,,,5.67,1
6969,QB,Alabama,217.0,,,,,,,6.0,1
